"Vuosi","Erityisavustus","Asian nimi","Hanke","kid","AvustuskokonaisuusKoodi","Kunta","Maakunta","Hakija","ToimiNimi","AviKoodi","Kieli","Myönnetty Avustus","KuvausTeksti","Toteutusalue","HankkeenSijaintikuntaTeksti","VaikutusalueKoodiTeksti","YhteistyotahotTeksti","KohdeRyhma","AsiaSana","TeemaKoodiTeksti","TiivistettyKuvausHankkeestaTeksti","HankkeenKohdistuminen.VarhaiskasvatusJaEsiopetusKytkin","HankkeenKohdistuminen.TyoikaisetAikuisetKytkin","HankkeenKohdistuminen.ElamankulkuKytkin","HankkeenKohdistuminen.MuuKohderyhmaKytkin","HankkeenKohdistuminen.KotouttavaLiikuntaKytkin","HankkeenKohdistuminen.IkaihmisetKytkin","HankkeenKohdistuminen.MuuLastenJaNuortenKohderyhmaKytkin","HankkeenKohdistuminen.SoveltuvaLiikuntaKytkin","HankkeenKohdistuminen.MuuKohderyhmaTeksti","Diaarinumero","KORG_ID","K_01_Kysely_ID","K_01_PAR_ID","Kysely status 2019","K_02_Yhteistiedot_Organisaation_nimi","K_02_Yhteistiedot_Työpajan_nimi","Ytunnus","K_47_valmentautuja_Nuoria_yht","K_47_valmentautuja_yhteensä_yht","K_43_Henk_htv_yhteensä_yht","K_43_Henk_no_yhteensä_yht","KerhotoimintaanOsallistuvatYhteensaLkm","PaivaleiritoimintaanOsallistuvatYhteensaLkm","KerhojenMaaraYhteensaLkm","PaivaleirienMaaraLkm","Liikuntapaikkatyyppi_LiikuntahalliKytkin","Liikuntapaikkatyyppi_UlkoPalloYleisurheilukenttaKytkin","Liikuntapaikkatyyppi_MuuliikuntapaikkaKytkin","Liikuntapaikkatyyppi_MuuliikuntapaikkaTeksti","Liikuntapaikkatyyppi_JaahalliKytkin","Liikuntapaikkatyyppi_LahiliikuntapaikkaKytkin","Liikuntapaikkatyyppi_RantauimalaVenesatamaKytkin","Liikuntapaikkatyyppi_KuntorataValaistuLatuUlkoilureittiKytkin","Liikuntapaikkatyyppi_UimahalliKytkin","Liikuntapaikkatyyppi_LaskettelurinneHyppyrimakiKytkin","Koulut_LukiotLkm","Oppilaat_Lukiot_YhteensaLkm","Koulut_AmmatillisetOppilaitoksetLkm","Oppilaat_AmmatillisetOppilaitokset_YhteensaLkm"
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha450","Kirjailijavierailuja nuorille ",1271,"KiVa","Vihti","Uusimaa","Vihdin kunnankirjasto","Vihti",1023,"suomi",8000,,,"Vihti","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha451","Kirjaretki",937,"KiVa","Myrskylä","Uusimaa","Myrskylän kirjasto","Myrskylä",1023,"suomi",3000,,,"Myrskylä","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha457","Koukuta kirja",1241,"KiVa","Pukkila","Uusimaa","Pukkilan kunnankirjasto","Pukkila",1023,"suomi",4000,,,"Pukkila","kunnan- tai kaupunginosat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha461","Lukeminen tekee hyvää",1188,"KiVa","Espoo","Uusimaa","Espoon kaupunginkirjasto - Tapiolan kirjasto","Espoo",1023,"suomi",15000,,,"Espoo","valtakunnallinen",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha463","Lukki-kirjastojen kirjallinen joulukalenteri",1410,"KiVa","Lohja","Uusimaa","Lohjan kaupunginkirjasto","Lohja",1023,"suomi",4000,,,"Lohja","maakunta",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha472","Nuorten lukupiiri",1246,"KiVa","Mäntsälä","Uusimaa","Mäntsälän kirjasto","Mäntsälä",1023,"suomi",3500,,,"Mäntsälä","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha477","Sarjakuvapaja koululaisille ",1268,"KiVa","Vihti","Uusimaa","Vihdin kunnankirjasto ","Vihti",1023,"suomi",4000,,,"Vihti","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha491","Elämäni sävelet – mukiinmenevä vinkkaus yläkoululaisille ",1192,"KiVa","Raisio","Varsinais-Suomi","Raision kaupunginkirjasto","Raisio",1026,"suomi",4000,,,"Raisio","kunnan- tai kaupunginosat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha492","Ketunkierros -lukudiplomi Kaarinan ruotsinkielisille oppilaille",966,"KiVa","Kaarina","Varsinais-Suomi","Kaarinan kaupunginkirjasto","Kaarina",1026,"suomi",1450,,,"Kaarina","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha495","Prata böcker!",1327,"KiVa","Kemiönsaari","Varsinais-Suomi","Kimitoöns kommunbibliotek","Kemiönsaari",1026,"suomi",1200,,,"Kemiönsaari","kunnan- tai kaupunginosat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha496","Runoilijavierailu",1029,"KiVa","Kustavi","Varsinais-Suomi","Kustavin kunnankirjasto","Kustavi",1026,"suomi",950,,,"Kustavi","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha498","Runojen salamyhkäiset säkeet - nykyruno tutuksi ",1231,"KiVa","Oripää","Varsinais-Suomi","Oripään kirjasto","Oripää",1026,"suomi",800,,,"Oripää","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha499","Runoutta Sauvon kirjastoon",1333,"KiVa","Sauvo","Varsinais-Suomi","Sauvon kirjasto","Sauvo",1026,"suomi",600,,,"Sauvo","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha504","Yläkoulujen lukudiplomi",990,"KiVa","Kaarina","Varsinais-Suomi","Kaarinan kaupunginkirjasto","Kaarina",1026,"suomi",1500,,,"Kaarina","kunnat",,,,"Lukemisen edistäminen: kirjailijavierailut, kirjavinkkaus, lukupiirit, satutunnit ym.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha251","mediefostran",929,"KiVa","Kristiinankaupunki","Pohjanmaa","Stadsbiblioteket i Kristinestad","Kristiinankaupunki",1027,"ruotsi",10000,,,"Kristiinankaupunki","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha274","Kirjasto lastenkulttuurin näyttämönä",1363,"KiVa","Lapua","Etelä-Pohjanmaa","Lapuan kaupunginkirjasto","Lapua",1027,"suomi",2500,,,"Lapua","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha278","Mediakasvatusta koululaisille",1872,"KiVa","Isojoki","Etelä-Pohjanmaa","Isojoen kirjasto","Isojoki",1027,"suomi",900,,,"Isojoki","kunnan- tai kaupunginosat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha287","Käsi kädessä median maailmaan",1168,"KiVa","Mäntyharju","Etelä-Savo","Mäntyharjun kunnankirjasto","Mäntyharju",1024,"suomi",14000,,,"Mäntyharju","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha305","Lasten ja nuorten kirjastokäynnit nousuun Jokioisten kirjastossa kouluyhteistyötä tehostamalla",7286,"KiVa","Jokioinen","Kanta-Häme","Jokioisten kunnankirjasto","Jokioinen",1023,"suomi",5300,,,"Jokioinen","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha307","Median polulla Hattulassa",1146,"KiVa","Hattula","Kanta-Häme","Hattulan kunnankirjasto","Hattula",1023,"suomi",2400,,,"Hattula","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha314","Pelipäivästä valtava mediakasvatuksellinen kokonaisuus",1258,"KiVa","Kannus","Keski-Pohjanmaa","Kannuksen kaupunginkirjasto","Kannus",1027,"suomi",3000,,,"Kannus","seutukunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha316","Vehkeille käyttöä",1208,"KiVa","Kannus","Keski-Pohjanmaa","Kannuksen kaupunginkirjasto","Kannus",1027,"suomi",16000,,,"Kannus","seutukunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha322","Mitä vinkkaat?",1584,"KiVa","Pihtipudas","Keski-Suomi","Wiitaunionin aluekirjasto","Pihtipudas",1027,"suomi",8000,,,"Pihtipudas","seutukunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha335","Täppää, digitoi ja editoi kirjastossa",1053,"KiVa","Kotka","Kymenlaakso","Kotkan kaupunginkirjasto","Kotka",1023,"suomi",6000,,,"Kotka","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha344","Tiedonhaun ja kirjaston käytön opetusta pintaa syvemmälle",1534,"KiVa","Kolari","Lappi","Kolarin kunnankirjasto","Kolari",1028,"suomi",12000,,,"Kolari","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha384","Vinkkejä verkkopalvelujen käyttöön",1604,"KiVa","Rääkkylä","Pohjois-Karjala","Rääkkylän kirjasto","Rääkkylä",1024,"suomi",4000,,,"Rääkkylä","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha395","Kirjasto pelinä",1536,"KiVa","Oulainen","Pohjois-Pohjanmaa","Oulaisten kaupunginkirjasto","Oulainen",1025,"suomi",50000,,,"Oulainen","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha409","Hyvä paha Wikipedia: Nilsiän yläkoululaisten tiedonhakutaidot ajantasalle verkkoympäristössä",1308,"KiVa","Kuopio","Pohjois-Savo","Nilsiän kirjasto","Kuopio",1024,"suomi",3000,,,"Kuopio","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha412","Kuvallisuutta kirjastoon - tilan ja tiedon visualisointi",1174,"KiVa","Varkaus","Pohjois-Savo","Varkauden kaupunginkirjasto","Varkaus",1024,"suomi",5500,,,"Varkaus","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha440","Yhdessä mediamaailmaan – lasten ja nuorten perinteisen ja digitaalisen lukutaidon tukeminen yhteistyössä koulujen ja nuorisotoimen kanssa",2112,"KiVa","Huittinen","Satakunta","Huittisten kaupunginkirjasto","Huittinen",1026,"suomi",7000,,,"Huittinen","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha453","Kirjastoleikki eskarilaisille",1528,"KiVa","Lohja","Uusimaa","Lohjan kaupunginkirjasto","Lohja",1023,"suomi",3500,,,"Lohja","kunnan- tai kaupunginosat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha455","Kolmoset kirjastokoukkuun ",1598,"KiVa","Vihti","Uusimaa","Vihdin kunnankirjasto ","Vihti",1023,"suomi",10000,,,"Vihti","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha460","Lukeminen N.Y.T.!",1165,"KiVa","Vantaa","Uusimaa","Vantaan kirjasto- ja tietopalvelut","Vantaa",1023,"suomi",65000,,,"Vantaa","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha473","Pelin paikka",1128,"KiVa","Helsinki","Uusimaa","Helsingin kaupunginkirjasto","Helsinki",1023,"suomi",50000,,,"Helsinki","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha487"," Verkkoa ja virikkeitä varttuneille",1169,"KiVa","Pöytyä","Varsinais-Suomi","Pöytyän kirjasto","Pöytyä",1026,"suomi",15000,,,"Pöytyä","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha490","Digitaalista lukutaitoa edistämään ",984,"KiVa","Kaarina","Varsinais-Suomi","Kaarinan kaupunginkirjasto","Kaarina",1026,"suomi",20000,,,"Kaarina","kunnat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha493","Melli - Mediakasvatusta Loimaan loistaville ipanoille",1571,"KiVa","Loimaa","Varsinais-Suomi","Loimaan kaupunginkirjasto","Loimaa",1026,"suomi",4700,,,"Loimaa","kunnan- tai kaupunginosat",,,,"Mediakasvatus: pelit, tiedonhankinnan ohjaus, lähdekriittisyys, monimedialukutaito jne.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha279","Nukketeatteriin!",1301,"KiVa","Kurikka","Etelä-Pohjanmaa","Kurikan kaupunginkirjasto","Kurikka",1027,"suomi",2000,,,"Kurikka","kunnat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha283","Satusalkut kirjastossa",1152,"KiVa","Kurikka","Etelä-Pohjanmaa","Kurikan kaupunginkirjasto","Kurikka",1027,"suomi",2000,,,"Kurikka","kunnat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha284","Senioritoimintaa kirjastossa",1122,"KiVa","Kurikka","Etelä-Pohjanmaa","Kurikan kaupunginkirjasto","Kurikka",1027,"suomi",4500,,,"Kurikka","kunnat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha291","Musiikin virtaa: musiikin ja käyttäjien kohtaaminen",1275,"KiVa","Mikkeli","Etelä-Savo","Mikkelin kaupunginkirjasto - Etelä-Savon maakuntakirjasto","Mikkeli",1024,"suomi",4500,,,"Mikkeli","kunnat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,"Normaaliavustus","Valtionavustukset kirjastoille vanha293","Tarinat elämään II",993,"KiVa","Kangasniemi","Etelä-Savo","Kangasniemen kunnankirjasto","Kangasniemi",1024,"suomi",9500,,,"Kangasniemi","kunnat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
