ProjectCode,ProjectTitle,ActionTypeDescription,ActionType,CallYear,PIC,Accreditation Type,NameInLatinCharacterSet,OrganisationType,City,CountryRegionDescription,DurationInMonths,ProjectStartDate,ProjectEndDate,Initial awarded grant(IAG),Topic Code,Topic Name,Horizontal Priority Name,City_korjattu
2023-1-FI01-KA220-HED-000159757,Improving the quality and sustainability of learning using early intervention methods based on learning analytics ,Cooperation partnerships in higher education,KA220-HED,2023,E10181841,,ITÄ-SUOMEN YLIOPISTO,Higher education institution (tertiary level),Kuopio,Pohjois-Savo,27,31.12.2023,30.3.2026,250000,TOPIC-190_TOPIC-194_TOPIC-195,"Digital content, technologies and practices_Artificial Intelligence (AI) and data usage_Digital transformation planning and implementation","Addressing digital transformation through development of digital readiness, resilience and capacity",
2023-1-FI01-KA220-HED-000155843,Higher education to improve competency in Sports Physiotherapy,Cooperation partnerships in higher education,KA220-HED,2023,E10190230,,JYVÄSKYLÄN AMMATTIKORKEAKOULU,Higher education institution (tertiary level),Jyväskylä,Keski-Suomi,36,1.9.2023,31.8.2026,400000,TOPIC-131_TOPIC-170_TOPIC-190,"Key competences development_Creating new, innovative or joint curricula or courses_Digital content, technologies and practices","Addressing digital transformation through development of digital readiness, resilience and capacity",
2023-1-FI01-KA220-HED-000155547,Towards Cancer Care Continuum Approach in Undergraduate Nursing Education,Cooperation partnerships in higher education,KA220-HED,2023,E10012492,,TURUN AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Turku,Varsinais-Suomi,36,1.11.2023,31.10.2026,400000,TOPIC-163_TOPIC-190_TOPIC-191,"Digital skills and competences_Digital content, technologies and practices_Development of training courses","Addressing digital transformation through development of digital readiness, resilience and capacity",
2023-1-FI01-KA220-HED-000154049,"INCLUSION, PARTICIPATION AND PEACEBUILDING  THROUGH MEDIATION IN DIGITAL MEDIA",Cooperation partnerships in higher education,KA220-HED,2023,E10209161,,ÅBO AKADEMI,Higher education institution (tertiary level),Turku,Varsinais-Suomi,30,1.12.2023,31.5.2026,400000,TOPIC-160_TOPIC-162_TOPIC-179,"Democracy and inclusive democratic participation_Media literacy and tackling disinformation _Prevention of conflicts, post-conflict rehabilitation","Common values, civic engagement and participation",
2023-1-FI01-KA220-HED-000152599,Building the capacity of universities to develop digital strategies to serve all learners,Cooperation partnerships in higher education,KA220-HED,2023,E10209161,,ÅBO AKADEMI,Higher education institution (tertiary level),Turku,Varsinais-Suomi,24,1.12.2023,30.11.2025,250000,TOPIC-163_TOPIC-165_TOPIC-190,"Digital skills and competences_Inclusion, promoting equality and non-discrimination_Digital content, technologies and practices","Addressing digital transformation through development of digital readiness, resilience and capacity",
2023-1-FI01-KA220-HED-000152093,CURATE: Co-created stUdent centRed incubATor programmE,Cooperation partnerships in higher education,KA220-HED,2023,E10138816,,HAAGA-HELIA AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Helsinki,Helsinki-Uusimaa,30,2.11.2023,1.5.2026,400000,TOPIC-170_TOPIC-194_TOPIC-41,"Creating new, innovative or joint curricula or courses_Artificial Intelligence (AI) and data usage_Entrepreneurial learning - entrepreneurship education","Inclusion and diversity in all fields of education, training, youth and sport",
2023-1-FI01-KA220-ADU-000162161,Game of Change,Cooperation partnerships in adult education,KA220-ADU,2023,E10031593,,Etelä-Savon Koulutus Oy,School/Institute/Educational centre – Adult education,Mikkeli,Etelä-Savo,24,1.12.2023,30.11.2025,250000,TOPIC-97,New learning and teaching methods and approaches,#PUUTTUU!,
2023-1-FI01-KA220-ADU-000153949,EMPOWER for Digital Linguistic Education,Cooperation partnerships in adult education,KA220-ADU,2023,E10076972,,Työväen Akatemia,School/Institute/Educational centre – Adult education,Kauniainen,Helsinki-Uusimaa,30,1.11.2023,30.4.2026,250000,TOPIC-162_TOPIC-163_TOPIC-190,"Media literacy and tackling disinformation _Digital skills and competences_Digital content, technologies and practices","Addressing digital transformation through development of digital readiness, resilience and capacity",
2023-1-FI01-KA220-ADU-000153615,OUTdoor for INclusion: Improving resilience and integration for refugees and migrant women through outdoor experiences,Cooperation partnerships in adult education,KA220-ADU,2023,E10052702,,Monaliiku - Monikansallisten naisten hyvinvointi ja liikunta ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,28,1.10.2023,31.1.2026,250000,TOPIC-102_TOPIC-139_TOPIC-61,"Bridging intercultural, intergenerational and social divide_Reception and integration of refugees and migrants_Green skills","Inclusion and diversity in all fields of education, training, youth and sport",
2023-1-FI01-KA220-ADU-000153239,ARTicipate! Engaging Adult Learners at Risk of Exclusion Through Participatory Methods,Cooperation partnerships in adult education,KA220-ADU,2023,E10198698,,Keski-Pohjanmaan koulutusyhtymä,School/Institute/Educational centre – Adult education,Kokkola,Keski-Pohjanmaa,26,1.10.2023,30.11.2025,120000,TOPIC-163_TOPIC-165_TOPIC-97,"Digital skills and competences_Inclusion, promoting equality and non-discrimination_New learning and teaching methods and approaches","Addressing digital transformation through development of digital readiness, resilience and capacity",
2023-1-FI01-KA220-ADU-000152284,"Aiding Migrants through Business Idea Testing, Innovation and Online Understanding and Skills",Cooperation partnerships in adult education,KA220-ADU,2023,E10002772,,Phoenix ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,24,1.12.2023,30.11.2025,120000,TOPIC-139_TOPIC-41_TOPIC-97,Reception and integration of refugees and migrants_Entrepreneurial learning - entrepreneurship education_New learning and teaching methods and approaches,"Inclusion and diversity in all fields of education, training, youth and sport",
2023-1-FI01-KA210-YOU-000161024,Digital Storytelling for Active Citizenship: Empowering Youth through Migration Narratives,Small-scale partnerships in youth,KA210-YOU,2023,E10285457,,Osuuskunta ura- ja ajatushautomo 3E,Other,Mustasaari,Pohjanmaa,12,1.10.2023,30.9.2024,60000,TOPIC-162_TOPIC-163_TOPIC-165,"Media literacy and tackling disinformation _Digital skills and competences_Inclusion, promoting equality and non-discrimination","Common values, civic engagement and participation",
2023-1-FI01-KA210-YOU-000157610,Rap across Gulf of Finland,Small-scale partnerships in youth,KA210-YOU,2023,E10261423,,Suomen Viron-instituutin säätiö - Stiftelsen för Finlands Institut i Estland sr,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,14,1.9.2023,31.10.2024,60000,TOPIC-102_TOPIC-115_TOPIC-122,"Bridging intercultural, intergenerational and social divide_Promotion of alternative forms of participation_Inclusion  of marginalised young people","Common values, civic engagement and participation",
2023-1-FI01-KA210-YOU-000156928,Youth workers alliance for the development and promotion of youth peer support in the area of youth mental health,Small-scale partnerships in youth,KA210-YOU,2023,E10317453,,Sateenkaari-ikkuna ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,12,1.9.2023,31.8.2024,60000,TOPIC-122_TOPIC-132_TOPIC-191,Inclusion  of marginalised young people_Preventing racism and discrimination_Development of training courses,"Inclusion and diversity in all fields of education, training, youth and sport",
2023-1-FI01-KA210-YOU-000154580,A stronger Nordic youth movement,Small-scale partnerships in youth,KA210-YOU,2023,E10055356,,Pohjola-Nordenin Nuorisoliitto,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,24,1.9.2023,31.8.2025,60000,TOPIC-136_TOPIC-148_TOPIC-160,Quality and innovation of youth work_Youth policy development_Democracy and inclusive democratic participation,"Common values, civic engagement and participation",
2023-1-FI01-KA210-YOU-000152884," ALTER EGO - Development of entrepreneurial skills and confidence boosting for young performers, crafters and fine artists",Small-scale partnerships in youth,KA210-YOU,2023,E10056227,,Pirkanmaan muotoilu- ja taideteollisuusyhdistys Modus ry,Non-governmental organisation/association,Tampere,Pirkanmaa,12,1.11.2023,31.10.2024,60000,TOPIC-131_TOPIC-145_TOPIC-41,Key competences development_Youth employability_Entrepreneurial learning - entrepreneurship education,"Inclusion and diversity in all fields of education, training, youth and sport",
2023-1-FI01-KA210-VET-000161170,ENTREPRENEURSHIP EDUCATION IN CAMP SCHOOLS IN SPAIN AND FINLAND,Small-scale partnerships in vocational education and training,KA210-VET,2023,E10156161,,Ammattiopisto Specia Oy,School/Institute/Educational centre – Vocational Training (secondary level),Helsinki,Helsinki-Uusimaa,24,1.9.2023,31.8.2025,30000,TOPIC-163_TOPIC-41_TOPIC-97,Digital skills and competences_Entrepreneurial learning - entrepreneurship education_New learning and teaching methods and approaches,#PUUTTUU!,
2023-1-FI01-KA210-VET-000157840,Setting stage for innovation in watchmaking VETs,Small-scale partnerships in vocational education and training,KA210-VET,2023,E10239985,,Kellosepäntaidon Edistämissäätiö sr,School/Institute/Educational centre – Vocational Training (secondary level),Espoo,Helsinki-Uusimaa,13,1.9.2023,30.9.2024,60000,TOPIC-190_TOPIC-70,"Digital content, technologies and practices_Cultural heritage",#PUUTTUU!,
2023-1-FI01-KA210-VET-000157517,Small scale cooperation in forestry sector,Small-scale partnerships in vocational education and training,KA210-VET,2023,E10141412,,Hämeen ammatti-instituutti Oy,School/Institute/Educational centre – Vocational Training (secondary level),Hämeenlinna,Kanta-Häme,24,1.12.2023,30.11.2025,60000,TOPIC-173_TOPIC-187_TOPIC-97,"Science, technology, engineering and mathematics (STEM)_International relations and development cooperation_New learning and teaching methods and approaches","Addressing digital transformation through development of digital readiness, resilience and capacity",
2023-1-FI01-KA210-VET-000156687,European Network of Independent Fine Art Schools – Pilot Project between Finland and Iceland,Small-scale partnerships in vocational education and training,KA210-VET,2023,E10331694,,Vapaan Taidekoulun kannatusyhdistys ry,School/Institute/Educational centre – Vocational Training (secondary level),Helsinki,Helsinki-Uusimaa,24,1.9.2023,31.8.2025,60000,TOPIC-161_TOPIC-172_TOPIC-25,"Creativity, arts and culture_Initial and continuous training for teachers, trainers and other education staff_Pedagogy and didactics","Common values, civic engagement and participation",
2023-1-FI01-KA210-VET-000155877,Future Nordic Social Welfare and Health Care Professionals,Small-scale partnerships in vocational education and training,KA210-VET,2023,E10197622,,"Kemi-Torniolaakson koulutuskuntayhtymä Lappia, Ammattiopisto Lappia",School/Institute/Educational centre – Vocational Training (secondary level),Tornio,Lappi,24,1.9.2023,31.8.2025,60000,TOPIC-187_TOPIC-97,International relations and development cooperation_New learning and teaching methods and approaches,#PUUTTUU!,
2023-1-FI01-KA210-VET-000151832,Smart learning environments - we do this better together,Small-scale partnerships in vocational education and training,KA210-VET,2023,E10307865,,Raahen Porvari- ja Kauppakoulurahasto sr,School/Institute/Educational centre – Vocational Training (secondary level),Raahe,Pohjois-Pohjanmaa,24,1.9.2023,31.8.2025,60000,TOPIC-187_TOPIC-190_TOPIC-195,"International relations and development cooperation_Digital content, technologies and practices_Digital transformation planning and implementation",#PUUTTUU!,
2023-1-FI01-KA210-SCH-000159334,Let´s play!,Small-scale partnerships in school education,KA210-SCH,2023,E10147708,,Vähäjärven koulu,School/Institute/Educational centre – General education (basic education),Pirkkala,Pirkanmaa,12,1.9.2023,31.8.2024,30000,TOPIC-161_TOPIC-70_TOPIC-77,"Creativity, arts and culture_Cultural heritage_Community development","Common values, civic engagement and participation",
2023-1-FI01-KA210-SCH-000158050,Timeout Dialogues on the Circular Economy ,Small-scale partnerships in school education,KA210-SCH,2023,E10036156,,Raudaskylän Kristillinen Opisto ry,School/Institute/Educational centre – General education (basic education),Ylivieska,Pohjois-Pohjanmaa,24,1.12.2023,30.11.2025,60000,TOPIC-163_TOPIC-61,Digital skills and competences_Green skills,"Common values, civic engagement and participation",
2023-1-FI01-KA210-SCH-000157313,Endangered waters,Small-scale partnerships in school education,KA210-SCH,2023,E10098924,,Mainingin koulu,School/Institute/Educational centre – General education (basic education),Espoo,Helsinki-Uusimaa,24,1.9.2023,31.8.2025,60000,TOPIC-13_TOPIC-175_TOPIC-61,Environment and climate change_Green transport and mobility_Green skills,"Common values, civic engagement and participation",
2023-1-FI01-KA210-SCH-000157089,Learning in Nature,Small-scale partnerships in school education,KA210-SCH,2023,E10002075,,Oulun steinerkoulun kannatusyhdistys ry,School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,24,1.9.2023,31.8.2025,60000,TOPIC-131_TOPIC-61_TOPIC-97,Key competences development_Green skills_New learning and teaching methods and approaches,Environment and fight against climate change,
2023-1-FI01-KA210-SCH-000153496,United Friends for better Future,Small-scale partnerships in school education,KA210-SCH,2023,E10080860,,Liminganlahden koulu,School/Institute/Educational centre – General education (basic education),Liminka,Pohjois-Pohjanmaa,18,1.10.2023,31.3.2025,60000,TOPIC-132_TOPIC-165_TOPIC-61,"Preventing racism and discrimination_Inclusion, promoting equality and non-discrimination_Green skills","Common values, civic engagement and participation",
